game,arm,rewardArm,expiryArm,turn,level,lives,gold,score,tier,adId,message,reward,expiresIn,success
21,NONE,NA,NA,2,0,3,74,74,"Piece of cake","BKtHNmNp","Help Rosette Delaney to clean their potatoes",10,5,true
21,NONE,NA,NA,3,0,3,84,84,"Piece of cake","HwW8WlX3","Help Jozefina Garrett to transport a magic clothes to pasture in Penfire",12,4,true
21,NONE,NA,NA,4,0,3,96,96,"Piece of cake","KExS8xPB","Help Trystan D'airelle to write their biographical novel about their difficulties with a deranged chariot",24,3,true
21,NONE,NA,NA,5,0,3,120,120,"Piece of cake","C4SCNPY2","Help Lėja Rennell to transport a magic bucket to peninsula in Darkcaster",20,7,true
21,NONE,NA,EXPIRING,6,0,3,140,140,"Gamble","qlcz56h3","Help Swanhild Daniell to sell an unordinary cat on the local market",27,1,false
21,NONE,NA,NA,7,0,2,140,140,"Sure thing","mKmsuLUG","Help Sebastjan Rowntree to transport a magic bucket to meadow in Northchester",16,7,true
21,NONE,NA,EXPIRING,8,0,2,156,156,"Gamble","iTKqZTkm","Help Mami Hambledon to transport a magic weed to thrift shoppe in Razorhill",9,1,true
21,NONE,NA,NA,9,0,2,165,165,"Piece of cake","6sLAIbc7","Help Linzi Derricks to sell an unordinary horse on the local market",26,4,true
21,NONE,NA,EXPIRING,10,0,2,191,191,"Rather detrimental","AOyE6uXe","Help Rasim Bullock to reach an agreement with Kanti Brownlow on the matters of disputed turnips",11,1,true
21,NONE,NA,NA,11,0,2,202,202,"Piece of cake","RHDOts4y","Escort Vladimirs Kipling to meadow in Thornford where they can meet with their long lost chariot",88,5,true
21,NONE,NA,NA,12,0,2,290,290,"Piece of cake","Jk3WuC7C","Create an advertisement campaign for Jayce Atkinson to promote their sheep based business",46,7,true
21,NONE,NA,EXPIRING,13,0,2,336,336,"Gamble","XNcabOec","Help Zubin Harrelson to transport a magic dog to grassland in Strongfair",18,1,true
21,NONE,NA,EXPIRING,14,0,2,354,354,"Piece of cake","tEp8LLfY","Help Yakim Langdon to reach an agreement with Maryia Sanford on the matters of disputed bucket",14,1,true
21,NONE,NA,NA,15,0,2,368,368,"Piece of cake","vmOGTJik","Help Eun Griffin to write their biographical novel about their difficulties with a deranged potatoes",39,6,true
21,NONE,NA,FRESH,16,0,2,407,407,"Hmmm....","E7J0mVir","Help Haruko Jeffries to sell an unordinary turnips on the local market",25,5,true
21,NONE,NA,FRESH,17,0,2,432,432,"Playing with fire","V2byKadK","Create an advertisement campaign for Yentl Hambledon to promote their chicken based business",31,4,true
21,NONE,NA,FRESH,18,0,2,463,463,"Gamble","jWeAUvau","Escort Yudel Lauderman to field in Dovepool where they can meet with their long lost house",61,7,true
21,NONE,NA,NA,19,0,2,524,524,"Piece of cake","iCKufzwn","Steal clothes delivery to Hayim Watkins and share some of the profits with the people.",55,7,true
21,NONE,NA,FRESH,20,0,2,579,579,"Walk in the park","atGfUOum","Steal weed delivery to Faiga Ace and share some of the profits with the people.",68,6,true
21,NONE,NA,EXPIRING,21,0,2,647,647,"Risky","Vkw2aDVk","Escort Cipriano Stafford to steppe in Northwater where they can meet with their long lost bucket",67,1,false
21,NONE,NA,FRESH,23,0,2,597,647,"Risky","vsLROOwa","Escort Dovydas Hathaway to field in Southshaw where they can meet with their long lost potatoes",54,4,true
21,NONE,NA,FRESH,24,0,2,651,701,"Gamble","7e3QMszl","Escort Nir Stafford to pasture in Ravenmire where they can meet with their long lost potatoes",58,6,true
21,NONE,NA,NA,25,0,2,709,759,"Piece of cake","FtL8lVPk","Help defending savannah in Frostheart from the intruders",113,6,true
21,NONE,NA,EXPIRING,26,0,2,822,872,"Hmmm....","w4Ffpb6Z","Escort Ty Linwood to village in Stronggill where they can meet with their long lost sheep",54,1,false
21,NONE,NA,NA,28,0,2,772,872,"Piece of cake","45t0zgXQ","Help defending savannah in Sharpdrone from the intruders",106,5,true
21,NONE,NA,EXPIRING,29,0,2,878,978,"Rather detrimental","TinCv8JF","Investigate Haylie Reynell and find out their relation to the magic wagon.",121,1,true
21,NONE,NA,NA,30,0,2,999,1099,"Piece of cake","RqSrARbG","Help defending village in Bloodtown from the intruders",87,3,true
21,NONE,NA,NA,31,0,2,1086,1186,"Piece of cake","zASPv0DE","Help defending pasture in Newdeen from the intruders",94,7,true
21,NONE,NA,NA,32,0,2,1180,1280,"Walk in the park","hPbE2rOW","Help defending grassland in Westfirth from the intruders",112,5,true
21,NONE,NA,FRESH,33,0,2,1292,1392,"Suicide mission","dRqGsdiO","Investigate Sandra Mathews and find out their relation to the magic turnips.",161,3,true
21,NONE,NA,EXPIRING,34,0,2,1453,1553,"Playing with fire","cgQABFWK","Investigate Kirstine Gabrielson and find out their relation to the magic squirrel.",139,1,false
21,NONE,NA,EXPIRING,36,0,2,1403,1553,"Quite likely","DpCiQLXp","Help defending village in Stronggannon from the intruders",89,1,true
21,NONE,NA,NA,37,0,2,1492,1642,"Sure thing","KiNkoMET","Help defending savannah in Strongmire from the intruders",87,5,true
21,NONE,NA,FRESH,38,0,2,1579,1729,"Rather detrimental","sOkcVjZA","Help defending savannah in Bleakgarden from the intruders",95,6,true
21,NONE,NA,NA,39,0,2,1674,1824,"Piece of cake","YKqlD9zc","Help defending steppe in Darkmere from the intruders",96,7,true
21,NONE,NA,EXPIRING,40,0,2,1770,1920,"Rather detrimental","9MwASUXS","Help defending peninsula in Metalham from the intruders",87,1,true
21,NONE,NA,EXPIRING,41,0,2,1857,2007,"Quite likely","TPYe9hIf","Help defending steppe in Loweton from the intruders",95,1,true
21,NONE,NA,NA,42,0,2,1952,2102,"Piece of cake","2OOwNWRK","Help defending peninsula in Razorchester from the intruders",76,7,true
21,NONE,NA,EXPIRING,43,0,2,2028,2178,"Walk in the park","if6tkk7m","Help defending grassland in Orrinspring from the intruders",68,1,true
21,NONE,NA,FRESH,44,0,2,2096,2246,"Risky","uDr3PmKV","Help defending plains in Fangdean from the intruders",83,3,true
21,NONE,NA,EXPIRING,45,0,2,2179,2329,"Rather detrimental","AFVEbbi2","Help defending thrift shoppe in Redheart from the intruders",83,1,false
21,NONE,NA,FRESH,47,0,2,2129,2329,"Quite likely","P1u017Es","Help defending forest in Razorcawl from the intruders",81,4,false
21,NONE,NA,EXPIRING,49,0,2,2079,2329,"Rather detrimental","ug4484KT","Help defending village in Orrinheart from the intruders",96,1,false
22,NONE,NA,NA,0,0,3,0,0,"Sure thing","ab0kssvB","Steal turnips delivery to Heledd Bentley and share some of the profits with the people.",50,7,true
22,NONE,NA,NA,1,0,3,50,50,"Piece of cake","0U4dJTTW","Create an advertisement campaign for Vartouhi Attaway to promote their water based business",28,6,true
22,NONE,NA,NA,2,0,3,78,78,"Sure thing","mL2O8Vvb","Help Marisa Godfrey to fix their horse",9,7,true
22,NONE,NA,NA,3,0,3,87,87,"Piece of cake","HETqW1fd","Escort Torbjørg Shepard to savannah in Millergarden where they can meet with their long lost horse",69,4,true
22,NONE,NA,NA,4,0,3,156,156,"Piece of cake","SEN93FyC","Help Jepson Stanford to clean their clothes",8,3,true
22,NONE,NA,NA,5,0,3,164,164,"Piece of cake","TC7T1cI8","Help Engelbert Hampton to clean their weed",9,2,true
22,NONE,NA,FRESH,6,0,3,173,173,"Rather detrimental","YGDqRt39","Create an advertisement campaign for Teuna Franklin to promote their squirrel based business",36,7,false
22,NONE,NA,FRESH,7,0,2,173,173,"Walk in the park","MnnuA2m8","Create an advertisement campaign for Donnchad Snyders to promote their cat based business",47,7,true
22,NONE,NA,NA,8,0,2,220,220,"Sure thing","3LoCdAq7","Steal squirrel delivery to Suzume Finnbogason and share some of the profits with the people.",49,6,true
22,NONE,NA,FRESH,9,0,2,269,269,"Quite likely","sals39PI","Escort Myriam Bentley to village in Strongshaw where they can meet with their long lost pot",77,6,true
22,NONE,NA,NA,10,0,2,346,346,"Sure thing","SnURGkMg","Help Iiro Kjartansson to transport a magic bucket to thrift shoppe in Millerfirth",16,4,true
22,NONE,NA,FRESH,11,0,2,362,362,"Gamble","LgDAt16D","Help Yehoyakim Courtier to sell an unordinary squirrel on the local market",21,3,true
22,NONE,NA,NA,12,0,2,383,383,"Piece of cake","CQrrodDt","Steal water delivery to Reynold Colbert and share some of the profits with the people.",46,2,true
22,NONE,NA,NA,13,0,2,429,429,"Piece of cake","FIYzuK6q","Steal weed delivery to Æthelred Scriven and share some of the profits with the people.",54,6,true
22,NONE,NA,EXPIRING,14,0,2,483,483,"Piece of cake","JOwMQ57t","Help Alessa Whinery to write their biographical novel about their difficulties with a deranged horse",41,1,true
22,NONE,NA,EXPIRING,15,0,2,524,524,"Walk in the park","et3Wz9O0","Help Armando Presley to sell an unordinary wagon on the local market",23,1,true
22,NONE,NA,EXPIRING,16,0,2,547,547,"Walk in the park","tRwrVXjv","Escort Ysolt Nathans to field in Masonport where they can meet with their long lost chariot",62,1,true
22,NONE,NA,NA,17,0,2,609,609,"Piece of cake","pt7JpoYG","Steal chicken delivery to Ervīns Grenville and share some of the profits with the people.",53,7,true
22,NONE,NA,FRESH,18,0,2,662,662,"Quite likely","8bdjNOQI","Create an advertisement campaign for Terell Maddison to promote their squirrel based business",36,4,true
22,NONE,NA,FRESH,19,0,2,698,698,"Suicide mission","OUmMM6eP","Help Stina Bullard to write their biographical novel about their difficulties with a deranged turnips",29,5,false
22,NONE,NA,FRESH,21,0,2,648,698,"Quite likely","VATQJ47e","Create an advertisement campaign for Peace Murgatroyd to promote their squirrel based business",22,5,true
22,NONE,NA,FRESH,22,0,2,670,720,"Playing with fire","BwUSv88M","Escort Ronnette Winchester to peninsula in Bloodgannon where they can meet with their long lost dog",60,5,true
22,NONE,NA,NA,23,0,2,730,780,"Sure thing","5anRrH2e","Steal super awesome diamond clothes from Jarle Ellsworth",147,7,false
22,NONE,NA,NA,25,0,2,680,780,"Sure thing","WnLpI8HB","Steal super awesome diamond clothes from Eerik Chambers",162,3,false
22,NONE,NA,FRESH,27,0,2,630,780,"Piece of cake","SWNNfvdv","Help defending plains in Lowebury from the intruders",119,6,true
22,NONE,NA,FRESH,28,0,2,749,899,"Piece of cake","xDj57upa","Help defending village in Voidwater from the intruders",97,7,true
22,NONE,NA,FRESH,29,0,2,846,996,"Piece of cake","8ijLH3o6","Help defending savannah in Towerbane from the intruders",92,3,true
22,NONE,NA,NA,30,0,2,938,1088,"Sure thing","tdV3gRvG","Steal super awesome diamond beer mug from Zavanna Bradley",160,6,false
22,NONE,NA,EXPIRING,32,0,2,888,1088,"Suicide mission","9lFkK7FR","Infiltrate The Fire Wolves and recover their secrets.",126,1,false
22,NONE,NA,EXPIRING,34,0,2,838,1088,"Suicide mission","ikHl72A1","Investigate Lis Huddleson and find out their relation to the magic dog.",136,1,false
22,NONE,NA,EXPIRING,36,0,2,788,1088,"Piece of cake","mtucMrWI","Steal super awesome diamond wagon from Judah Wilkerson",163,1,false
22,NONE,NA,FRESH,38,0,2,738,1088,"Piece of cake","Knb4RGgq","Steal super awesome diamond horse from Mitsuko Breckinridge",136,5,false
22,NONE,NA,NA,40,0,2,688,1088,"Sure thing","4sMb2bOi","Steal super awesome diamond squirrel from Jermaine Kitchen",158,2,false
22,NONE,NA,FRESH,42,0,2,638,1088,"Sure thing","6LpWFuy5","Steal super awesome diamond beer mug from Roseanne Everett",192,7,false
22,NONE,NA,NA,44,0,2,588,1088,"Sure thing","as8Z3wS4","Steal super awesome diamond pan from Theodosios Langley",124,5,false
22,NONE,NA,FRESH,46,0,2,538,1088,"Walk in the park","BX7eSoWl","Help defending meadow in Oldcawl from the intruders",95,4,true
22,NONE,NA,EXPIRING,47,0,2,633,1183,"Piece of cake","nCWfswQX","Steal super awesome diamond pot from Emiliana Suggitt",173,1,false
22,NONE,NA,EXPIRING,49,0,2,583,1183,"Piece of cake","mV9nJyFM","Steal super awesome diamond water from Vida Lukeson",177,1,false
23,NONE,NA,NA,0,0,3,0,0,"Piece of cake","IR8UVgUZ","Help Joukahainen Courtier to reach an agreement with Candy Thatcher on the matters of disputed wagon",16,7,true
23,NONE,NA,NA,1,0,3,16,16,"Sure thing","cH37Zb9i","Steal beer mug delivery to Gauri Henderson and share some of the profits with the people.",50,7,true
23,NONE,NA,NA,2,0,3,66,66,"Piece of cake","SFaLHSsn","Help Aurelia Cummins to sell an unordinary wagon on the local market",22,5,true
23,NONE,NA,NA,3,0,3,88,88,"Piece of cake","XMJQt4nU","Help Lisa Murgatroyd to fix their cat",1,4,true
23,NONE,NA,NA,4,0,3,89,89,"Piece of cake","YjvkLt9D","Help Hallam Dickinson to clean their pot",8,3,true
23,NONE,NA,NA,5,0,3,97,97,"Piece of cake","zRPvzbgm","Help Anubis Bannister to sell an unordinary dog on the local market",30,2,true
23,NONE,NA,FRESH,6,0,3,127,127,"Rather detrimental","Vxjz2oTL","Create an advertisement campaign for Shashi Marshall to promote their beer mug based business",31,4,false
23,NONE,NA,NA,7,0,2,127,127,"Piece of cake","55Vqvjbp","Create an advertisement campaign for Montague Baldrick to promote their bucket based business",31,6,true
23,NONE,NA,NA,8,0,2,158,158,"Piece of cake","Axpcwabf","Escort Pål Eddudóttir to meadow in Snowdrone where they can meet with their long lost weed",81,6,true
23,NONE,NA,NA,9,0,2,239,239,"Sure thing","OfXX6gra","Help Yuliana Jónsson to reach an agreement with Brand Callow on the matters of disputed water",15,7,true
23,NONE,NA,FRESH,10,0,2,254,254,"Risky","QODhQkJ0","Create an advertisement campaign for Erminlinda Rowntree to promote their potatoes based business",24,4,true
23,NONE,NA,NA,11,0,2,278,278,"Sure thing","MO8QwQfT","Steal house delivery to Janene Watkins and share some of the profits with the people.",40,6,true
23,NONE,NA,NA,12,0,2,318,318,"Piece of cake","ihboTzZY","Help Nat Gardner to reach an agreement with Alwilda Þórsdóttir on the matters of disputed chicken",4,3,true
23,NONE,NA,FRESH,13,0,2,322,322,"Quite likely","DM8bELrg","Escort Marielle Winfield to plains in Doveseed where they can meet with their long lost beer mug",62,3,true
23,NONE,NA,NA,14,0,2,384,384,"Sure thing","ptD4lvve","Escort Caio Danniel to savannah in Greygannon where they can meet with their long lost pan",69,7,true
23,NONE,NA,NA,15,0,2,453,453,"Piece of cake","7l9lSQXh","Create an advertisement campaign for Yachna Blakeslee to promote their house based business",25,6,true
23,NONE,NA,NA,16,0,2,478,478,"Piece of cake","X5Pt0i1C","Create an advertisement campaign for Tuomas Darrell to promote their chariot based business",30,5,true
23,NONE,NA,FRESH,17,0,2,508,508,"Walk in the park","nkY4yocw","Create an advertisement campaign for Iou Priestley to promote their chariot based business",34,4,false
23,NONE,NA,EXPIRING,19,0,2,458,508,"Gamble","8JCNZWGx","Infiltrate The Ruby Thorns and recover their secrets.",120,1,true
23,NONE,NA,NA,20,0,2,578,628,"Piece of cake","R0vnYuap","Steal weed delivery to Sorley Fish and share some of the profits with the people.",53,6,true
23,NONE,NA,FRESH,21,0,2,631,681,"Gamble","vqNFp5wu","Help Mahvash Butcher to write their biographical novel about their difficulties with a deranged water",29,5,false
23,NONE,NA,FRESH,23,0,2,581,681,"Suicide mission","GpO0Sdpu","Investigate Hecuba Summerfield and find out their relation to the magic house.",141,3,false
23,NONE,NA,NA,25,0,2,531,681,"Piece of cake","SihjrBBb","Help defending grassland in Whitedinny from the intruders",106,7,true
23,NONE,NA,NA,26,0,2,637,787,"Walk in the park","0FJWhGex","Help defending steppe in Towerloft from the intruders",109,3,true
23,NONE,NA,NA,27,0,2,746,896,"Sure thing","eO6hjrki","Help defending grassland in Loweseed from the intruders",118,7,true
23,NONE,NA,FRESH,28,0,2,864,1014,"Hmmm....","UJ0YpirX","Escort Kun Dickinson to savannah in Bleakford where they can meet with their long lost beer mug",58,3,true
23,NONE,NA,NA,29,0,2,922,1072,"Walk in the park","eN9zTks3","Help defending peninsula in Eastcaster from the intruders",118,5,true
23,NONE,NA,NA,30,0,2,1040,1190,"Walk in the park","j2NDl9RA","Help defending village in Newham from the intruders",114,5,true
23,NONE,NA,EXPIRING,31,0,2,1154,1304,"Rather detrimental","LyGZctYo","Investigate Adalwolf Paterson and find out their relation to the magic beer mug.",131,1,false
23,NONE,NA,NA,33,0,2,1104,1304,"Piece of cake","jcO1eK4y","Help defending pasture in Northmire from the intruders",107,7,true
23,NONE,NA,NA,34,0,2,1211,1411,"Piece of cake","sxzscm6a","Help defending steppe in Lightgarden from the intruders",107,4,true
23,NONE,NA,EXPIRING,35,0,2,1318,1518,"Risky","HBE8HL92","Help defending field in Greyton from the intruders",82,1,false
23,NONE,NA,FRESH,37,0,2,1268,1518,"Quite likely","0PQNihcW","Help defending field in Towerwater from the intruders",71,6,true
23,NONE,NA,NA,38,0,2,1339,1589,"Piece of cake","K03v5c11","Help defending peninsula in Sharpwatch from the intruders",77,7,true
23,NONE,NA,EXPIRING,39,0,2,1416,1666,"Risky","gEyhVfuI","Help defending steppe in Darkcrest from the intruders",99,1,false
23,NONE,NA,FRESH,41,0,2,1366,1666,"Hmmm....","zxhGLKS1","Help defending plains in Millerkeep from the intruders",67,7,true
23,NONE,NA,NA,42,0,2,1433,1733,"Piece of cake","F7PTORW1","Help defending savannah in Darkscale from the intruders",88,7,true
23,NONE,NA,NA,43,0,2,1521,1821,"Piece of cake","PcIdzlAo","Help defending grassland in Burnspine from the intruders",83,6,true
23,NONE,NA,EXPIRING,44,0,2,1604,1904,"Quite likely","XpknnpAN","Help defending savannah in Southscale from the intruders",79,1,true
23,NONE,NA,NA,45,0,2,1683,1983,"Piece of cake","RlcXwgIW","Help defending meadow in Dornhole from the intruders",82,4,true
23,NONE,NA,NA,46,0,2,1765,2065,"Quite likely","3TZO0i2L","Help defending well in Fallhole from the intruders",81,5,true
23,NONE,NA,NA,47,0,2,1846,2146,"Quite likely","hQJOfIt9","Help defending village in Lighthill from the intruders",94,3,true
23,NONE,NA,NA,48,0,2,1940,2240,"Gamble","T2KGPFyi","Help defending church in Doveshaw from the intruders",89,6,false
24,NONE,NA,NA,0,0,3,0,0,"Sure thing","D5sZPvFz","Help Aniyah Simonson to fix their wagon",8,7,true
24,NONE,NA,NA,1,0,3,8,8,"Piece of cake","7WFB3OJ5","Help Olof Treloar to transport a magic water to peninsula in Razordinny",22,6,true
24,NONE,NA,NA,2,0,3,30,30,"Piece of cake","VEy3t0Bn","Help Adanna Gylfadóttir to fix their cat",6,5,true
24,NONE,NA,NA,3,0,3,36,36,"Piece of cake","4e34qANu","Help Shalev Blankenship to reach an agreement with Kojo Samuelson on the matters of disputed potatoes",8,7,true
24,NONE,NA,NA,4,0,3,44,44,"Walk in the park","7RFQQudL","Create an advertisement campaign for Niven Terrell to promote their cat based business",18,3,true
24,NONE,NA,NA,5,0,3,62,62,"Walk in the park","t1Mh5ZsV","Help Stian Parrish to fix their horse",4,2,false
24,NONE,NA,FRESH,6,0,2,62,62,"Risky","SAR8rM2W","Help Matyáš Christianson to sell an unordinary pan on the local market",26,7,false
24,NONE,NA,FRESH,8,0,2,12,62,"Hmmm....","AY0on5zC","Create an advertisement campaign for Toni Prescott to promote their horse based business",38,6,false
24,NONE,NA,NA,9,0,1,12,62,"Walk in the park","QLY5ZAlN","Escort Irwin Kendrick to steppe in Razorford where they can meet with their long lost cat",53,7,true
24,NONE,NA,FRESH,11,0,2,15,115,"Gamble","aNWuFVev","Create an advertisement campaign for Alene Guðmundsdóttir to promote their clothes based business",21,3,true
24,NONE,NA,NA,12,0,2,36,136,"Piece of cake","J7AqyYEu","Steal turnips delivery to Amador Ódinsson and share some of the profits with the people.",54,5,true
24,NONE,NA,FRESH,13,0,2,90,190,"Risky","vGBIoYhx","Create an advertisement campaign for Felícia Brewster to promote their sheep based business",40,6,true
24,NONE,NA,NA,14,0,2,130,230,"Piece of cake","KW1aErPA","Create an advertisement campaign for Cadi Mottershead to promote their squirrel based business",25,7,true
24,NONE,NA,FRESH,15,0,2,155,255,"Hmmm....","YwDq88NY","Escort Innokentiy Washington to savannah in Greyseed where they can meet with their long lost clothes",64,3,true
24,NONE,NA,NA,16,0,2,219,319,"Piece of cake","FARGVlNz","Escort Idoya Alfredson to field in Sharpfire where they can meet with their long lost pan",63,7,true
24,NONE,NA,NA,17,0,2,282,382,"Piece of cake","1J0U6NzJ","Steal sheep delivery to Putu Goodwin and share some of the profits with the people.",61,7,true
24,NONE,NA,EXPIRING,18,0,2,343,443,"Walk in the park","s5rnh4BB","Steal squirrel delivery to Ásgeirr Thornton and share some of the profits with the people.",54,1,true
24,NONE,NA,NA,19,0,2,397,497,"Walk in the park","jaeBCTnH","Escort Vinko Orange to peninsula in Blackwatch where they can meet with their long lost chicken",65,2,true
24,NONE,NA,NA,20,0,2,462,562,"Walk in the park","n6GLeV7R","Escort Xuân Newport to peninsula in Snowgill where they can meet with their long lost horse",69,6,false
24,NONE,NA,NA,22,0,2,412,562,"Sure thing","7FohR3NX","Help defending field in Scaleville from the intruders",91,6,true
24,NONE,NA,FRESH,23,0,2,503,653,"Impossible","w6edCjwu","Investigate Aki Þórhallsson and find out their relation to the magic chariot.",123,3,false
24,NONE,NA,NA,25,0,2,453,653,"Piece of cake","kiOq1NVX","Help defending grassland in Burnshill from the intruders",119,5,true
24,NONE,NA,NA,26,0,2,572,772,"Walk in the park","D9qkNHEx","Escort Rinaldo Chadwick to meadow in Fangport where they can meet with their long lost chicken",84,2,false
24,NONE,NA,NA,28,0,2,522,772,"Sure thing","4w2rQ6l7","Help defending grassland in Millermire from the intruders",96,6,true
24,NONE,NA,FRESH,29,0,2,618,868,"Suicide mission","fBfLx8dr","Investigate Odysseus Oliverson and find out their relation to the magic squirrel.",137,3,false
24,NONE,NA,EXPIRING,31,0,2,568,868,"Suicide mission","qSsCpBYe","Infiltrate The Cardinal Mammoths and recover their secrets.",147,1,false
24,NONE,NA,EXPIRING,33,0,2,518,868,"Suicide mission","k8PmMsxG","Infiltrate The Scarlet Crocodile Tribe and recover their secrets.",156,1,false
24,NONE,NA,FRESH,35,0,2,468,868,"Quite likely","D2vkEdMk","Help defending pasture in Oldshore from the intruders",101,6,true
24,NONE,NA,FRESH,36,0,2,569,969,"Hmmm....","4IQEahS8","Help defending village in Blooddean from the intruders",76,7,true
24,NONE,NA,NA,37,0,2,645,1045,"Piece of cake","DtAmvXBw","Help defending savannah in Fernheart from the intruders",97,6,true
24,NONE,NA,EXPIRING,38,0,2,742,1142,"Piece of cake","pgXsyCei","Help defending savannah in Greydale from the intruders",98,1,false
24,NONE,NA,FRESH,40,0,2,692,1142,"Piece of cake","LAFEz7HO","Help defending savannah in Fallmire from the intruders",63,6,true
24,NONE,NA,NA,41,0,2,755,1205,"Piece of cake","KSXuPMyl","Help defending savannah in Evershore from the intruders",108,2,true
24,NONE,NA,FRESH,42,0,2,863,1313,"Piece of cake","MCM6JATr","Help defending plains in Voidshore from the intruders",100,3,false
24,NONE,NA,NA,44,0,2,813,1313,"Hmmm....","Iv9xnCOm","Help defending grassland in Thornshaw from the intruders",83,2,false
24,NONE,NA,FRESH,46,0,2,763,1313,"Suicide mission","ZTAvlJeL","Help defending forest in Masondale from the intruders",65,6,false
24,NONE,NA,EXPIRING,48,0,2,713,1313,"Hmmm....","XsLlZGeT","Help defending peninsula in Blackloft from the intruders",77,1,false
25,NONE,NA,NA,0,0,3,0,0,"Piece of cake","6loJfWW9","Help Eduard Stanton to transport a magic cat to steppe in Ridgegannon",17,7,true
25,NONE,NA,NA,1,0,3,17,17,"Piece of cake","hGSCrNK9","Escort Meriwether Bragason to savannah in Redport where they can meet with their long lost turnips",43,6,true
25,NONE,NA,NA,2,0,3,60,60,"Piece of cake","zVVVo9qt","Help Vasilis Ellsworth to reach an agreement with Peigi Gilliam on the matters of disputed squirrel",12,5,true
25,NONE,NA,NA,3,0,3,72,72,"Piece of cake","dSSLcJc2","Help Aliyyah Thompsett to transport a magic wagon to field in Masonpeak",16,7,true
25,NONE,NA,NA,4,0,3,88,88,"Sure thing","zhlI1JEB","Help Matěj Endicott to reach an agreement with Loviatar Burnham on the matters of disputed house",17,7,true
25,NONE,NA,NA,5,0,3,105,105,"Piece of cake","RORuV6IV","Steal cat delivery to Tú Davidson and share some of the profits with the people.",44,7,true
25,NONE,NA,NA,6,0,3,149,149,"Piece of cake","nkXyhHeA","Help Lazar Richard to transport a magic pan to thrift shoppe in Sharpbane",20,7,true
25,NONE,NA,FRESH,7,0,3,169,169,"Hmmm....","6TQNzjrc","Escort Kaarlo Pettigrew to village in Evermire where they can meet with their long lost horse",60,7,false
25,NONE,NA,EXPIRING,8,0,2,169,169,"Gamble","S9wUhD1J","Escort Jevrem Speight to pasture in Oldfair where they can meet with their long lost wagon",89,1,true
25,NONE,NA,NA,9,0,2,258,258,"Sure thing","1Czj1Xzc","Steal sheep delivery to Kine Adamson and share some of the profits with the people.",52,5,true
25,NONE,NA,NA,10,0,2,310,310,"Sure thing","dKTEphG0","Help Zarathustra Farnham to sell an unordinary cat on the local market",15,5,true
25,NONE,NA,NA,11,0,2,325,325,"Piece of cake","91leFgBX","Help Jude Bircann to sell an unordinary horse on the local market",22,3,true
25,NONE,NA,NA,12,0,2,347,347,"Piece of cake","Dh2nuBtK","Steal sheep delivery to Zulekha Vincent and share some of the profits with the people.",67,2,true
25,NONE,NA,FRESH,13,0,2,414,414,"Hmmm....","kNl6OzJO","Help Hene Þórsson to write their biographical novel about their difficulties with a deranged turnips",39,7,false
25,NONE,NA,EXPIRING,15,0,2,364,414,"Quite likely","9mQQ26Ji","Steal chicken delivery to Lhamo Wembley and share some of the profits with the people.",53,1,true
25,NONE,NA,FRESH,16,0,2,417,467,"Walk in the park","nRbGj7OA","Escort Amnon Honeysett to peninsula in Masonmountain where they can meet with their long lost weed",73,6,true
25,NONE,NA,NA,17,0,2,490,540,"Piece of cake","VthXkq3U","Create an advertisement campaign for Nerses Chadwick to promote their dog based business",33,4,true
25,NONE,NA,NA,18,0,2,523,573,"Piece of cake","z9Shkk1H","Create an advertisement campaign for Côme Pierson to promote their squirrel based business",25,1,true
25,NONE,NA,EXPIRING,19,0,2,548,598,"Rather detrimental","0vDyvhk0","Investigate Kagiso Stanley and find out their relation to the magic cat.",134,1,true
25,NONE,NA,EXPIRING,20,0,2,682,732,"Rather detrimental","G2Qquuvl","Create an advertisement campaign for Lorna Attwater to promote their weed based business",24,1,true
25,NONE,NA,FRESH,21,0,2,706,756,"Hmmm....","d4pqLG8q","Help Sebastiano Witherspoon to write their biographical novel about their difficulties with a deranged dog",43,4,true
25,NONE,NA,NA,22,0,2,749,799,"Sure thing","imZdd04X","Steal weed delivery to Esbjörn Huddleston and share some of the profits with the people.",64,4,true
25,NONE,NA,NA,23,0,2,813,863,"Piece of cake","jW1PVXQZ","Help defending peninsula in Dornford from the intruders",90,7,true
25,NONE,NA,NA,24,0,2,903,953,"Walk in the park","8xT4e4ql","Help defending village in Darkmountain from the intruders",102,4,true
25,NONE,NA,NA,25,0,2,1005,1055,"Walk in the park","t5u8Dv7Z","Help defending field in Fernkeep from the intruders",100,3,true
25,NONE,NA,NA,26,0,2,1105,1155,"Quite likely","GfKDHeSB","Escort Arihel Winship to pasture in Fernpeak where they can meet with their long lost beer mug",60,4,true
25,NONE,NA,FRESH,27,0,2,1165,1215,"Suicide mission","Jk7bgXgl","Investigate Lindita Waldron and find out their relation to the magic chariot.",173,3,false
25,NONE,NA,NA,29,0,2,1115,1215,"Walk in the park","0rfeKjNO","Help defending meadow in Everspring from the intruders",105,5,true
25,NONE,NA,NA,30,0,2,1220,1320,"Walk in the park","ShduPPo1","Help defending grassland in Newmire from the intruders",106,5,true
25,NONE,NA,FRESH,31,0,2,1326,1426,"Rather detrimental","wODHNzRl","Help defending field in Redport from the intruders",110,3,false
25,NONE,NA,EXPIRING,33,0,2,1276,1426,"Hmmm....","ffqgYiLM","Help defending thrift shoppe in Towerdinny from the intruders",90,1,true
