game,arm,rewardArm,turn,level,lives,gold,score,tier,adId,message,reward,expiresIn,success
19,FAST,LOW,41,6,2,1514,2314,"Hmmm....","YTgxV5Tv","Help defending meadow in Lowefire from the intruders",131,6,true
19,FAST,LOW,42,6,2,1645,2445,"Piece of cake","1YOtbRIt","Help defending pasture in Metalpool from the intruders",130,7,true
19,FAST,LOW,43,6,2,1775,2575,"Piece of cake","ENZz3NV8","Help defending peninsula in Bleakchester from the intruders",118,7,true
19,FAST,HIGH,44,6,2,1893,2693,"Rather detrimental","ytQ27BNw","Help defending field in Bleakgannon from the intruders",142,6,false
19,FAST,HIGH,46,6,2,1843,2693,"Rather detrimental","J8hBwGcK","Help defending thicket in Ridgegill from the intruders",118,5,false
19,FAST,HIGH,48,6,2,1793,2693,"Gamble","IUkqd1im","Help defending foggy riverside in Voidmountain from the intruders",150,6,false
20,NONE,HIGH,0,0,3,0,0,"Sure thing","rsx7bKVa","Steal beer mug delivery to Modestine Davison and share some of the profits with the people.",61,7,true
20,NONE,HIGH,1,0,3,61,61,"Sure thing","mRPytNFA","Steal pot delivery to Hannibal Hermanson and share some of the profits with the people.",59,7,true
20,NONE,HIGH,2,0,3,120,120,"Sure thing","a0Icq28W","Steal beer mug delivery to Agape Headley and share some of the profits with the people.",58,5,true
20,NONE,HIGH,3,0,3,178,178,"Piece of cake","WH7E7Xaq","Escort Brianne Þórsson to meadow in Oldcawl where they can meet with their long lost dog",64,4,true
20,NONE,HIGH,4,0,3,242,242,"Piece of cake","b6MQBUV6","Steal pan delivery to Pier Garfield and share some of the profits with the people.",62,3,true
20,NONE,HIGH,5,0,3,304,304,"Piece of cake","H2ho8NtE","Help Jeremiel Baldrick to reach an agreement with Matthaios Wilkinson on the matters of disputed dog",17,4,true
20,NONE,HIGH,6,0,3,321,321,"Piece of cake","AXC7Hyu1","Create an advertisement campaign for Indu Parsley to promote their bucket based business",38,7,true
20,NONE,LOW,7,0,3,359,359,"Piece of cake","T7q1shxd","Help Daryl Thacker to clean their pan",2,3,true
20,NONE,HIGH,8,0,3,361,361,"Piece of cake","eJfjwpOL","Escort Usman Gardiner to village in Darkpine where they can meet with their long lost house",76,6,true
20,NONE,LOW,9,0,3,437,437,"Piece of cake","rZgJCGhB","Help Jacintha Statham to transport a magic chariot to plains in Whitehole",13,5,true
20,NONE,HIGH,10,0,3,450,450,"Suicide mission","gIDwpuqI","Create an advertisement campaign for Ingebjørg Kinsley to promote their turnips based business",38,5,false
20,NONE,LOW,11,0,2,450,450,"Piece of cake","6pP8MtWW","Create an advertisement campaign for Agnesa Martinson to promote their house based business",23,3,true
20,NONE,HIGH,12,0,2,473,473,"Piece of cake","xysooWly","Escort Ignacia Scriven to field in Highkeep where they can meet with their long lost bucket",73,6,true
20,NONE,HIGH,13,0,2,546,546,"Piece of cake","A5kMwK3C","Escort Mercury Garland to peninsula in Bloodcrest where they can meet with their long lost squirrel",71,5,false
20,NONE,LOW,15,0,2,496,546,"Piece of cake","vkQkUxbH","Create an advertisement campaign for Kuno Hatheway to promote their house based business",27,4,true
20,NONE,LOW,16,0,2,523,573,"Quite likely","X91AWhdE","Escort Saltanat Chambers to plains in Orrinmountain where they can meet with their long lost cat",62,5,true
20,NONE,LOW,17,0,2,585,635,"Piece of cake","mVcRoxzi","Help Danilo Cockburn to write their biographical novel about their difficulties with a deranged pot",23,7,true
20,NONE,HIGH,18,0,2,608,658,"Walk in the park","oNHhjr7I","Create an advertisement campaign for Jyoti Westbrook to promote their squirrel based business",37,6,true
20,NONE,NA,19,0,2,645,695,"Piece of cake","ter1fqyt","Steal chariot delivery to Akhenaten Attwater and share some of the profits with the people.",52,6,true
20,NONE,LOW,20,0,2,697,747,"Quite likely","9nW20zFM","Help Orville Fairbairn to write their biographical novel about their difficulties with a deranged bucket",39,5,false
20,NONE,LOW,22,0,2,647,747,"Gamble","ggBA4GQv","Help Attila Outterridge to write their biographical novel about their difficulties with a deranged pan",23,4,false
20,NONE,LOW,24,0,2,597,747,"Piece of cake","9gn3V8Z1","Escort Chi Sauvage to plains in Voiddale where they can meet with their long lost chicken",74,7,true
20,NONE,HIGH,25,0,2,671,821,"Sure thing","sur8Vw1w","Steal super awesome diamond squirrel from Willis Deering",176,7,false
20,NONE,LOW,27,0,2,621,821,"Sure thing","hc24KoZL","Help defending plains in Burnscaster from the intruders",108,7,true
20,NONE,HIGH,28,0,2,729,929,"Piece of cake","T1Mue9an","Steal super awesome diamond pan from Pandora Devereux",147,7,false
20,NONE,HIGH,30,0,2,679,929,"Piece of cake","PUoOPqPD","Help defending plains in Redport from the intruders",112,4,true
20,NONE,LOW,31,0,2,791,1041,"Piece of cake","O3MQUbVH","Help defending thrift shoppe in Ravenseed from the intruders",85,7,true
20,NONE,HIGH,32,0,2,876,1126,"Quite likely","feORjNDQ","Help defending steppe in Towerscale from the intruders",100,5,true
20,NONE,LOW,33,0,2,976,1226,"Gamble","NLOWYBMs","Help defending plains in Eastchester from the intruders",84,7,false
20,NONE,HIGH,35,0,2,926,1226,"Sure thing","HDamcHjY","Steal super awesome diamond cat from Pradeep Evanson",166,4,false
20,NONE,HIGH,37,0,2,876,1226,"Walk in the park","65WZOVNJ","Steal super awesome diamond potatoes from Trifon Waterman",163,7,false
20,NONE,LOW,39,0,2,826,1226,"Sure thing","oXvzLOnI","Steal super awesome diamond chicken from Minato Coleman",138,3,false
20,NONE,LOW,41,0,2,776,1226,"Sure thing","AsEiML10","Steal super awesome diamond potatoes from Hortensia Seely",154,3,false
20,NONE,HIGH,43,0,2,726,1226,"Piece of cake","kgpaLDhc","Steal super awesome diamond weed from Nurul Tittensor",179,4,false
20,NONE,LOW,45,0,2,676,1226,"Piece of cake","stOlS3I4","Help defending savannah in Whitefair from the intruders",87,5,true
20,NONE,HIGH,46,0,2,763,1313,"Sure thing","9czKJWZT","Steal super awesome diamond wagon from Georgette Overton",165,3,false
20,NONE,LOW,48,0,2,713,1313,"Sure thing","Et2p2TyW","Steal super awesome diamond pot from Hasse Blakesley",154,7,false
21,FAST,LOW,0,0,3,0,0,"Gamble","SMl5IVKA","Help Keala Devereux to transport a magic water to steppe in Voidwell",6,7,false
21,FAST,LOW,1,0,2,0,0,"Sure thing","ynYCzaB7","Help Ebbe Willard to fix their house",4,7,true
21,FAST,LOW,2,0,2,4,4,"Sure thing","p70MhR0m","Help Amore Whittemore to fix their horse",5,5,true
21,FAST,HIGH,3,0,2,9,9,"Piece of cake","2xoALD6Z","Create an advertisement campaign for Liliana Grenville to promote their squirrel based business",18,4,true
21,FAST,HIGH,4,0,2,27,27,"Sure thing","7VrN9U6x","Help Mirta Winslow to fix their house",10,3,true
21,FAST,NA,5,0,2,37,37,"Sure thing","8tDmaJkK","Help Gennadius Sappington to clean their squirrel",8,6,true
21,FAST,HIGH,6,0,2,45,45,"Piece of cake","OGc0feYY","Help Dayna Leonard to transport a magic wagon to grassland in Newshore",16,7,true
21,FAST,HIGH,7,0,2,61,61,"Piece of cake","NOli2erM","Help Nicéphore Scrivenor to sell an unordinary squirrel on the local market",32,7,true
21,FAST,LOW,8,0,2,93,93,"Walk in the park","rkDOO8RN","Help Immaculata Dingfelder to reach an agreement with Mya Longstaff on the matters of disputed bucket",7,6,true
21,FAST,HIGH,10,1,2,0,100,"Walk in the park","V2O0RorJ","Escort Nestani Crawford to savannah in Bloodpine where they can meet with their long lost potatoes",68,5,true
21,FAST,LOW,11,1,2,68,168,"Walk in the park","FzGwxErW","Create an advertisement campaign for Séraphin Thurstan to promote their chicken based business",17,5,false
21,FAST,LOW,13,1,2,18,168,"Walk in the park","86SMatk7","Escort Bogdana Zufall to grassland in Westdinny where they can meet with their long lost pan",65,6,true
21,FAST,LOW,14,1,2,83,233,"Gamble","OkbViFm3","Steal beer mug delivery to Lassi Roderick and share some of the profits with the people.",34,5,true
21,FAST,HIGH,16,2,2,17,267,"Hmmm....","mZkGJJ44","Escort Fiammetta Comstock to pasture in Fallheart where they can meet with their long lost chariot",56,5,true
21,FAST,LOW,17,2,2,73,323,"Walk in the park","dibWjlE7","Help Ladislaus Hudnall to sell an unordinary pan on the local market",30,4,false
21,FAST,HIGH,19,2,2,23,323,"Walk in the park","Ze9019pC","Escort Áine Bateson to field in Fallham where they can meet with their long lost pan",84,5,true
21,FAST,HIGH,21,3,2,7,407,"Sure thing","xhufQpsL","Help defending thrift shoppe in Thorndean from the intruders",152,7,true
21,FAST,LOW,23,4,2,59,559,"Sure thing","zpwR1b42","Help defending peninsula in Towerford from the intruders",133,5,true
21,FAST,HIGH,25,5,2,92,692,"Piece of cake","uCcXBb3P","Help defending peninsula in Razorton from the intruders",141,6,true
21,FAST,LOW,27,6,2,133,833,"Piece of cake","q20JLFDl","Rescue Aldebrand Hunnisett from pasture in Southdale where they are attacked by angry beer mug",29,5,true
21,FAST,LOW,28,6,2,162,862,"Piece of cake","ilxtMHLF","Rescue Taneka Abrahams from thrift shoppe in Easthole where they are attacked by angry chariot",42,4,true
21,FAST,LOW,29,6,2,204,904,"Walk in the park","NJcpz9Qx","Help defending peninsula in Scalebane from the intruders",152,7,true
21,FAST,LOW,30,6,2,356,1056,"Walk in the park","i110pexU","Help defending field in Scaledean from the intruders",188,4,true
21,FAST,LOW,31,6,2,544,1244,"Quite likely","j1AJcKas","Help defending thrift shoppe in Ravendean from the intruders",139,7,true
21,FAST,LOW,32,6,2,683,1383,"Quite likely","HZHM0N5b","Help defending steppe in Darkfire from the intruders",144,7,true
21,FAST,HIGH,33,6,2,827,1527,"Quite likely","Q5z1JBOp","Investigate Boyd Sigurðardóttir and find out their relation to the magic clothes.",200,3,true
21,FAST,LOW,34,6,2,1027,1727,"Piece of cake","nV5CVuMr","Help defending thrift shoppe in Ridgepool from the intruders",138,6,true
21,FAST,LOW,35,6,2,1165,1865,"Walk in the park","UwOci6C7","Help defending field in Penheart from the intruders",149,5,true
21,FAST,LOW,36,6,2,1314,2014,"Piece of cake","sXNqTjKw","Help defending meadow in Burnsdean from the intruders",107,7,true
21,FAST,HIGH,37,6,2,1421,2121,"Piece of cake","IhbDe9As","Help defending plains in Blackdale from the intruders",163,4,true
21,FAST,LOW,38,6,2,1584,2284,"Piece of cake","raLgiP8E","Help defending meadow in Penpool from the intruders",123,5,true
21,FAST,HIGH,39,6,2,1707,2407,"Gamble","L5p1HHqk","Help defending meadow in Stronggannon from the intruders",146,3,true
21,FAST,LOW,40,6,2,1853,2553,"Piece of cake","Bydgva6i","Help defending savannah in Northshaw from the intruders",128,5,true
21,FAST,NA,41,6,2,1981,2681,"Piece of cake","FkthXVWm","Help defending field in Doveseed from the intruders",144,5,true
21,FAST,LOW,42,6,2,2125,2825,"Hmmm....","V8gbOHxu","Help defending plains in Burnswhyte from the intruders",115,7,true
21,FAST,HIGH,43,6,2,2240,2940,"Gamble","hziFl5Jf","Help defending peninsula in Orrinbane from the intruders",134,7,false
21,FAST,HIGH,45,6,2,2190,2940,"Rather detrimental","gC4og1gI","Help defending thrift shoppe in Fangpeak from the intruders",130,3,false
21,FAST,LOW,47,6,2,2140,2940,"Risky","q92eDJ4p","Help defending hill in Fangford from the intruders",83,6,false
21,FAST,LOW,49,6,2,2090,2940,"Walk in the park","KFiZz1lx","Help defending forest in Orrinbane from the intruders",120,5,true
22,NONE,LOW,0,0,3,0,0,"Walk in the park","V6DDQNKL","Help Ji-u Chapman to fix their dog",4,7,true
22,NONE,LOW,1,0,3,4,4,"Sure thing","TXkkwdde","Help Penko Ódinsson to clean their squirrel",4,6,true
22,NONE,HIGH,2,0,3,8,8,"Sure thing","nCwI7fAl","Help Kimberleigh Martins to sell an unordinary chicken on the local market",28,5,true
22,NONE,HIGH,3,0,3,36,36,"Piece of cake","Hf4BJWr9","Escort Tansy Forrest to savannah in Scalechester where they can meet with their long lost cat",79,4,true
22,NONE,HIGH,4,0,3,115,115,"Walk in the park","wZWex2Ja","Steal beer mug delivery to Emerentius Shakesheave and share some of the profits with the people.",63,3,false
22,NONE,LOW,5,0,2,115,115,"Sure thing","48a898mZ","Help Sagi Wilkerson to fix their turnips",5,3,true
22,NONE,HIGH,6,0,2,120,120,"Risky","tNPuCgi8","Escort Nola Sergeant to village in Lightport where they can meet with their long lost squirrel",68,7,false
22,NONE,LOW,8,0,2,70,120,"Quite likely","F2v8H5Ja","Help Melek Þórhalldóttir to transport a magic house to peninsula in Scaleville",19,6,true
22,NONE,HIGH,9,0,2,89,139,"Hmmm....","cOJg11pB","Create an advertisement campaign for Noémie Blackwood to promote their squirrel based business",39,5,true
22,NONE,LOW,10,0,2,128,178,"Quite likely","zjIvtkXh","Create an advertisement campaign for Ghislaine Norwood to promote their weed based business",32,7,true
22,NONE,LOW,11,0,2,160,210,"Quite likely","7bIkhDE7","Create an advertisement campaign for Dimo Eldridge to promote their horse based business",27,7,true
22,NONE,HIGH,12,0,2,187,237,"Hmmm....","YnDIK8Qu","Help Siegbert Ainsworth to write their biographical novel about their difficulties with a deranged sheep",35,4,true
22,NONE,LOW,13,0,2,222,272,"Piece of cake","P1TWdHNN","Help Urtė Bowe to write their biographical novel about their difficulties with a deranged turnips",29,7,true
22,NONE,HIGH,14,0,2,251,301,"Piece of cake","ypN3rsoU","Escort Noël Beverley to meadow in Southpine where they can meet with their long lost wagon",71,5,true
22,NONE,NA,15,0,2,322,372,"Sure thing","JEE0vyjX","Steal bucket delivery to Chrysanthi Clinton and share some of the profits with the people.",64,7,true
22,NONE,HIGH,16,0,2,386,436,"Piece of cake","Mg1nVrAs","Steal dog delivery to Gavrel Daniels and share some of the profits with the people.",57,7,true
22,NONE,LOW,17,0,2,443,493,"Playing with fire","tKFa5zfB","Help Kjeld Readdie to write their biographical novel about their difficulties with a deranged wagon",30,6,false
22,NONE,NA,19,0,2,393,493,"Piece of cake","ImXzxvHC","Escort Mirosława Normanson to steppe in Whiteport where they can meet with their long lost cat",42,7,true
22,NONE,NA,20,0,2,435,535,"Hmmm....","Gg8iD7Dr","Help Vladilen Eymer to write their biographical novel about their difficulties with a deranged horse",27,5,false
22,NONE,NA,22,0,2,385,535,"Piece of cake","JUjarG9e","Escort Gonçal Normanson to savannah in Razorhill where they can meet with their long lost water",59,6,true
22,NONE,LOW,23,0,2,444,594,"Piece of cake","vx1nfITZ","Escort Emīlija Dickens to field in Dovepine where they can meet with their long lost chicken",56,7,true
22,NONE,LOW,24,0,2,500,650,"Piece of cake","bsmlXgG2","Escort Sharmila Reynell to savannah in Redwatch where they can meet with their long lost dog",69,6,true
22,NONE,HIGH,25,0,2,569,719,"Gamble","Hx9PYCT7","Investigate Honoratus Boatwright and find out their relation to the magic clothes.",134,3,true
22,NONE,LOW,26,0,2,703,853,"Piece of cake","5TdSA7fZ","Escort Iedida Orange to steppe in Fernville where they can meet with their long lost cat",75,4,true
22,NONE,HIGH,27,0,2,778,928,"Gamble","3mejF90O","Escort Críostóir Attaway to grassland in Lightdeen where they can meet with their long lost weed",77,4,true
22,NONE,LOW,28,0,2,855,1005,"Gamble","qm8ZqqxL","Escort Zaharina Edduson to grassland in Scalecawl where they can meet with their long lost sheep",66,3,false
22,NONE,LOW,30,0,2,805,1005,"Piece of cake","0cFSzoa9","Help defending savannah in Frostmoore from the intruders",94,5,true
22,NONE,LOW,31,0,2,899,1099,"Suicide mission","3BjOwStC","Investigate Lorelei Trengove and find out their relation to the magic house.",117,3,false
22,NONE,LOW,33,0,2,849,1099,"Piece of cake","YsXJzw0R","Help defending thrift shoppe in Fangbane from the intruders",103,4,true
22,NONE,LOW,34,0,2,952,1202,"Piece of cake","J31PEoTW","Help defending meadow in Voidville from the intruders",96,7,true
22,NONE,HIGH,35,0,2,1048,1298,"Piece of cake","WQHA0diY","Help defending savannah in Greyville from the intruders",105,3,true
22,NONE,LOW,36,0,2,1153,1403,"Walk in the park","sj2pXFOL","Help defending pasture in Frostgarden from the intruders",84,6,true
22,NONE,HIGH,37,0,2,1237,1487,"Walk in the park","8d6ymiZC","Help defending savannah in Bleakmoore from the intruders",100,5,true
22,NONE,HIGH,38,0,2,1337,1587,"Walk in the park","9TvTGeDM","Help defending meadow in Eastchester from the intruders",94,5,true
22,NONE,LOW,39,0,2,1431,1681,"Risky","ZZuqDO3Y","Help defending pasture in Bleakdeen from the intruders",89,3,true
22,NONE,LOW,40,0,2,1520,1770,"Hmmm....","ElM9JbrN","Help defending grassland in Redshore from the intruders",75,7,true
22,NONE,HIGH,41,0,2,1595,1845,"Gamble","2UJE21lq","Help defending savannah in Eastheart from the intruders",95,3,true
22,NONE,LOW,42,0,2,1690,1940,"Risky","8yYaYqSc","Help defending thrift shoppe in Blackwell from the intruders",80,7,false
22,NONE,HIGH,44,0,2,1640,1940,"Rather detrimental","vnY6EeYu","Help defending savannah in Sharpchester from the intruders",89,6,false
22,NONE,HIGH,46,0,2,1590,1940,"Rather detrimental","uDRpp049","Help defending peninsula in Burnsdean from the intruders",85,4,true
22,NONE,HIGH,47,0,2,1675,2025,"Playing with fire","b3Iz5eSs","Help defending meadow in Sharpmoore from the intruders",81,3,true
22,NONE,LOW,48,0,2,1756,2106,"Rather detrimental","G6vtPx0N","Help defending well in Lowebury from the intruders",77,5,true
22,NONE,LOW,49,0,2,1833,2183,"Suicide mission","1oCZNprX","Help defending well in Snowsheen from the intruders",55,7,false
23,FAST,LOW,0,0,3,0,0,"Hmmm....","WwV34eHA","Help Aurél Merchant to write their biographical novel about their difficulties with a deranged water",33,7,false
23,FAST,HIGH,1,0,2,0,0,"Walk in the park","2GDRiwMc","Create an advertisement campaign for Luningning Sackville to promote their sheep based business",24,6,true
23,FAST,HIGH,2,0,2,24,24,"Piece of cake","1aelbTP7","Help Guda Scrivener to transport a magic bucket to steppe in Dornville",20,5,true
23,FAST,LOW,3,0,2,44,44,"Risky","ahic2Rav","Help Óscar Richardson to write their biographical novel about their difficulties with a deranged chicken",29,5,false
23,FAST,HIGH,4,0,1,44,44,"Hmmm....","SUNxH4N3","Escort Len Presley to thrift shoppe in Everwatch where they can meet with their long lost chicken",71,3,true
23,FAST,NA,6,0,2,65,115,"Piece of cake","XxCJt0nm","Help Kağan Hackett to fix their beer mug",4,4,true
23,FAST,LOW,7,0,2,69,119,"Piece of cake","ZfESFJJ0","Help Deep Gregory to transport a magic bucket to pasture in Greydale",11,7,true
23,FAST,LOW,8,0,2,80,130,"Hmmm....","UGT6k10y","Help Etta Everett to transport a magic sheep to pasture in Fallfire",14,7,false
23,FAST,HIGH,10,0,2,30,130,"Piece of cake","ytzrH1Vu","Escort Liudvikas Blanchard to savannah in Dovegannon where they can meet with their long lost cat",85,4,true
23,FAST,LOW,12,1,2,15,215,"Sure thing","cZ3ax6F8","Help Catahecassa Beasley to sell an unordinary clothes on the local market",15,4,true
23,FAST,LOW,13,1,2,30,230,"Piece of cake","dIGepqx7","Help Florinda Davison to sell an unordinary turnips on the local market",34,6,false
23,FAST,LOW,14,1,1,30,230,"Sure thing","Gm1px631","Create an advertisement campaign for Abdullohi Þórsson to promote their sheep based business",29,7,true
23,FAST,HIGH,16,1,2,9,259,"Walk in the park","edYfm29E","Steal pot delivery to Lyndsea Gilliam and share some of the profits with the people.",67,5,true
23,FAST,HIGH,17,1,2,76,326,"Risky","Zi5Qz1FA","Create an advertisement campaign for Sprita Passelewe to promote their pot based business",47,3,false
23,FAST,NA,19,1,2,26,326,"Sure thing","YNaM7AjZ","Steal bucket delivery to Cristal L'hernault and share some of the profits with the people.",58,6,true
23,FAST,NA,20,1,2,84,384,"Piece of cake","KneL4gck","Rescue Fflur Crawford from village in Lightgill where they are attacked by angry cat",32,3,true
23,FAST,LOW,22,2,2,16,416,"Piece of cake","r4OMBz8V","Rescue Emmaline Jarrett from field in Razorheart where they are attacked by angry squirrel",30,6,true
23,FAST,NA,23,2,2,46,446,"Piece of cake","AmJZY3Za","Help defending steppe in Greypine from the intruders",110,5,true
23,FAST,LOW,25,3,2,56,556,"Piece of cake","jsAzQalv","Rescue Mathis Willard from pasture in Loweseed where they are attacked by angry pot",28,7,true
23,FAST,NA,26,3,2,84,584,"Piece of cake","WXCkIfM5","Help defending peninsula in Ridgecawl from the intruders",126,6,true
23,FAST,LOW,29,5,2,10,710,"Piece of cake","eARWo8ek","Rescue Ritika Fairclough from pasture in Dornwater where they are attacked by angry beer mug",25,5,true
23,FAST,NA,30,5,2,35,735,"Piece of cake","G2CLgL5c","Help defending grassland in Scalewatch from the intruders",158,6,true
23,FAST,LOW,32,6,2,93,893,"Walk in the park","AiboOUWy","Rescue Reima Beverley from peninsula in Newwatch where they are attacked by angry clothes",48,4,true
23,FAST,HIGH,33,6,2,141,941,"Piece of cake","DYqNnJCP","Help defending thrift shoppe in Ravenhill from the intruders",161,5,true
23,FAST,HIGH,34,6,2,302,1102,"Sure thing","yYfPMucs","Help defending plains in Burnsshaw from the intruders",180,4,true
23,FAST,HIGH,35,6,2,482,1282,"Piece of cake","tvF48slW","Help defending pasture in Frostford from the intruders",155,7,true
23,FAST,HIGH,36,6,2,637,1437,"Hmmm....","psqWGmKO","Help defending grassland in Snowham from the intruders",149,7,true
23,FAST,LOW,37,6,2,786,1586,"Walk in the park","saYRKkzS","Help defending peninsula in Orrincaster from the intruders",133,7,false
23,FAST,LOW,39,6,2,736,1586,"Walk in the park","kIlg38hJ","Help defending village in Everhole from the intruders",114,6,true
23,FAST,HIGH,40,6,2,850,1700,"Walk in the park","7ATX9e9I","Help defending field in Bleakwater from the intruders",139,5,true
23,FAST,HIGH,41,6,2,989,1839,"Walk in the park","hDu9oInD","Help defending pasture in Darkdinny from the intruders",158,7,true
23,FAST,HIGH,42,6,2,1147,1997,"Piece of cake","9yySZ8f0","Help defending field in Frostmere from the intruders",142,6,true
23,FAST,HIGH,43,6,2,1289,2139,"Hmmm....","o9ocuzpw","Help defending peninsula in Millerseed from the intruders",155,5,false
23,FAST,LOW,45,6,2,1239,2139,"Suicide mission","dkXnmnai","Help defending church in Frostwhyte from the intruders",118,7,false
23,FAST,HIGH,47,6,2,1189,2139,"Suicide mission","ZY83Im3P","Help defending church in Voidseed from the intruders",149,4,false
23,FAST,LOW,49,6,2,1139,2139,"Risky","8J7npJer","Help defending foggy riverside in Lowechester from the intruders",83,7,false
24,NONE,HIGH,0,0,3,0,0,"Walk in the park","EIlHGm6I","Steal weed delivery to Pridoni Forester and share some of the profits with the people.",67,7,true
24,NONE,HIGH,1,0,3,67,67,"Hmmm....","KlmNV9VI","Help Min-seo Sangster to sell an unordinary beer mug on the local market",28,6,true
24,NONE,LOW,2,0,3,95,95,"Piece of cake","1V6zOuyK","Help Kimberleigh Overton to clean their horse",3,5,true
24,NONE,LOW,3,0,3,98,98,"Quite likely","2Vt4Goua","Help Drusa Branson to transport a magic pot to steppe in Frostmire",20,7,true
24,NONE,LOW,4,0,3,118,118,"Piece of cake","hbaf5yHx","Help Adanna Shepherd to reach an agreement with Neves Kitchen on the matters of disputed sheep",8,3,true
24,NONE,NA,5,0,3,126,126,"Piece of cake","07tfWmFO","Help Janis Beverly to transport a magic wagon to pasture in Metaldinny",22,6,true
24,NONE,NA,6,0,3,148,148,"Piece of cake","JcWPCapo","Escort Zabulon Rickard to savannah in Oldbury where they can meet with their long lost horse",69,7,true
24,NONE,LOW,7,0,3,217,217,"Risky","HetK4rDb","Help Eireen Townsend to sell an unordinary bucket on the local market",16,5,true
24,NONE,HIGH,8,0,3,233,233,"Hmmm....","mHH0tuGV","Create an advertisement campaign for Pandora Simonson to promote their squirrel based business",43,6,false
24,NONE,HIGH,9,0,2,233,233,"Quite likely","5dH5RCkR","Help Vimal Rennoll to write their biographical novel about their difficulties with a deranged water",39,6,true
24,NONE,HIGH,10,0,2,272,272,"Hmmm....","bIEwshdM","Create an advertisement campaign for Imani Richards to promote their beer mug based business",28,4,true
24,NONE,LOW,11,0,2,300,300,"Piece of cake","DVVbdktz","Create an advertisement campaign for Spyridoula Michaelson to promote their pan based business",21,3,true
24,NONE,HIGH,12,0,2,321,321,"Piece of cake","Dz9kFdB9","Escort Safi̇ye Brewster to field in Razorheart where they can meet with their long lost beer mug",65,6,false
24,NONE,HIGH,14,0,2,271,321,"Piece of cake","jZhKKYPc","Escort Manisha Christianson to village in Everford where they can meet with their long lost cat",68,7,true
24,NONE,LOW,15,0,2,339,389,"Quite likely","H2GFnrSo","Help Zaïre Ericson to write their biographical novel about their difficulties with a deranged clothes",34,4,false
24,NONE,HIGH,17,0,2,289,389,"Quite likely","MRCsaAaI","Escort Alanna Williams to peninsula in Darkdinny where they can meet with their long lost water",52,4,true
24,NONE,NA,18,0,2,341,441,"Piece of cake","HANCTSfg","Steal cat delivery to Edgard Goddard and share some of the profits with the people.",59,5,true
24,NONE,HIGH,19,0,2,400,500,"Walk in the park","pER1aAKC","Steal beer mug delivery to Bas Kjartansson and share some of the profits with the people.",70,7,true
24,NONE,LOW,20,0,2,470,570,"Gamble","klFW36UQ","Help Martyn Hogarth to write their biographical novel about their difficulties with a deranged bucket",34,6,false
24,NONE,LOW,22,0,2,420,570,"Quite likely","33qPFybO","Escort Justína Beverley to thrift shoppe in Fallfair where they can meet with their long lost squirrel",42,6,true
24,NONE,LOW,23,0,2,462,612,"Quite likely","Wp7S5laa","Escort Drusa Painter to field in Bleakgill where they can meet with their long lost cat",54,7,true
24,NONE,NA,24,0,2,516,666,"Quite likely","W6F2UTqk","Help defending field in Blackchester from the intruders",108,6,false
24,NONE,LOW,26,0,2,466,666,"Hmmm....","A5VUa07x","Help defending village in Westport from the intruders",99,7,false
24,NONE,HIGH,28,0,2,416,666,"Walk in the park","oe8qm3iY","Help defending steppe in Masonhole from the intruders",110,4,true
24,NONE,NA,29,0,2,526,776,"Sure thing","tlkyeVXO","Help defending steppe in Voidbury from the intruders",107,3,true
24,NONE,HIGH,30,0,2,633,883,"Walk in the park","pXNzxxT8","Help defending steppe in Millerspring from the intruders",99,3,true
24,NONE,NA,31,0,2,732,982,"Piece of cake","K0nV4bbT","Help defending grassland in Reddean from the intruders",110,4,true
24,NONE,LOW,32,0,2,842,1092,"Gamble","sBpiSbDG","Help defending field in Voidmoore from the intruders",103,7,false
24,NONE,NA,34,0,2,792,1092,"Piece of cake","mfKld8zW","Help defending meadow in Redloft from the intruders",103,6,true
24,NONE,NA,35,0,2,895,1195,"Quite likely","hhiZqKUC","Help defending savannah in Westhole from the intruders",109,3,true
24,NONE,LOW,36,0,2,1004,1304,"Playing with fire","OugYh4LU","Help defending savannah in Fallwatch from the intruders",95,6,true
24,NONE,HIGH,37,0,2,1099,1399,"Risky","gNLmSejI","Help defending steppe in Masonbury from the intruders",95,4,false
24,NONE,LOW,39,0,2,1049,1399,"Risky","H9IEJ03O","Help defending peninsula in Penpine from the intruders",72,5,false
24,NONE,LOW,41,0,2,999,1399,"Gamble","mGb6vWVI","Help defending field in Darkheart from the intruders",63,6,false
24,NONE,LOW,43,0,2,949,1399,"Risky","vMjVrlyX","Help defending peninsula in Greydeen from the intruders",70,7,false
24,NONE,HIGH,45,0,2,899,1399,"Gamble","DDYyf47a","Help defending well in Southport from the intruders",104,6,true
24,NONE,HIGH,46,0,2,1003,1503,"Suicide mission","EOGCy25C","Help defending steppe in Lightpeak from the intruders",92,4,false
24,NONE,HIGH,48,0,2,953,1503,"Playing with fire","kXq5SYTs","Help defending foggy riverside in Masonpine from the intruders",95,6,false
25,FAST,LOW,0,0,3,0,0,"Quite likely","mv3r4iyo","Help Vibianus Smedley to reach an agreement with Nadzieja Sackville on the matters of disputed clothes",7,7,false
25,FAST,LOW,1,0,2,0,0,"Piece of cake","UozNHgOA","Help Liza Zufall to clean their water",1,7,true
25,FAST,HIGH,2,0,2,1,1,"Sure thing","D3CwmEFl","Steal weed delivery to Kyung Stainthorpe and share some of the profits with the people.",63,5,true
